id,codigo_piscina,horario,fecha,estado,tipo_sobrante,sobrante_kilo,m_viejo,m_rojo,m_fresco,suelo_danado,muda,oxigeno_bajo,observacion,id_corrida,id_sector,heces,balanceado_en_tolva
25762,BSS-031,AM,2025-10-31,,0,0.00,1.0,0.0,0.0,false,false,false,,"BIO2,CP3,BSS-031,19",5,false,false
25763,BSS-034,AM,2025-10-31,,0,0.00,0.0,2.0,0.0,false,false,false,,"BIO2,CP3,BSS-034,18",5,false,false
25764,BSS-037,AM,2025-10-31,,0,0.00,2.0,1.0,0.0,false,false,false,,"BIO2,CP3,BSS-037,17",5,false,false
25765,BSS-038,AM,2025-10-31,,0,0.00,0.0,0.0,0.0,false,true,false,Muda,"BIO2,CP3,BSS-038,17",5,false,false
25766,BSS-039,AM,2025-10-31,,0,0.00,2.0,1.0,0.0,false,false,false,,"BIO2,CP3,BSS-039,17",5,false,false
25767,BSS-040,AM,2025-10-31,,0,0.00,4.0,1.0,0.0,false,false,false,,"BIO2,CP3,BSS-040,19",5,false,false
25768,BSS-041,AM,2025-10-31,,0,0.00,3.0,1.0,0.0,false,false,false,,"BIO2,CP3,BSS-041,18",5,false,false
25769,BSS-043,AM,2025-10-31,,0,0.00,0.0,1.0,1.0,false,false,false,,"BIO2,CP3,BSS-043,18",5,false,false
25770,BSS-039,AM,2025-09-12,,2,0.00,0.0,0.0,0.0,false,false,false,SOBRANTE 2,"BIO2,CP3,BSS-039,17",5,false,false
25771,BSF-009,PM,2025-09-21,,2,0.00,0.0,0.0,0.0,false,false,false,Sobrante 2,"BIO2,CP1,BSF-009,16",3,false,false
25772,BSS-009,PM,2025-10-31,,0,0.00,0.0,0.0,0.0,false,true,false,Muda,"BIO2,CP3,BSS-009,17",5,false,false
25773,BSF-004,PM,2025-09-22,,2,0.00,0.0,1.0,0.0,false,false,false,Sobrante 2,"BIO2,CP1,BSF-004,17",3,false,false
25774,BSF-021,AM,2025-09-23,,2,0.00,0.0,0.0,0.0,false,false,false,SOBRANTE 2,"BIO2,CP1,BSF-021,17",3,false,false
25775,BSS-029,PM,2025-10-31,,0,0.00,2.0,1.0,0.0,false,false,false,,"BIO2,CP3,BSS-029,18",5,false,false
25776,BSS-031,PM,2025-10-31,,0,0.00,1.0,1.0,0.0,false,false,false,,"BIO2,CP3,BSS-031,19",5,false,false
25777,BSS-037,PM,2025-10-31,,0,0.00,0.0,1.0,0.0,false,false,false,,"BIO2,CP3,BSS-037,17",5,false,false
25778,BSS-041,PM,2025-10-31,,0,0.00,1.0,1.0,0.0,false,false,false,,"BIO2,CP3,BSS-041,18",5,false,false
25779,BSS-044,PM,2025-10-31,,0,0.00,0.0,0.0,0.0,false,true,false,Muda,"BIO2,CP3,BSS-044,18",5,false,false
25780,BG1-002,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,true,false,poca muda,"BIO1,CP1,BG1-002,20",1,false,false
25781,BG1-003,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,true,false,bastante muda,"BIO1,CP1,BG1-003,18",1,false,false
25782,BG1-005,AM,2025-11-01,,0,0.00,0.0,1.0,0.0,false,true,false,full muda,"BIO1,CP1,BG1-005,18",1,false,false
25783,BG1-006,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,true,false,poca muda,"BIO1,CP1,BG1-006,20",1,false,false
25784,BG1-008,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,true,false,poca muda,"BIO1,CP1,BG1-008,19",1,false,false
25785,BG1-009,AM,2025-11-01,,0,0.00,0.0,1.0,0.0,false,true,false,poca muda,"BIO1,CP1,BG1-009,19",1,false,false
25786,BG1-010,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,true,false,poca muda,"BIO1,CP1,BG1-010,17",1,false,false
25787,BG1-012,AM,2025-11-01,,0,0.00,0.0,6.0,0.0,false,true,false,poca muda,"BIO1,CP1,BG1-012,19",1,false,false
25788,BG1-014,AM,2025-11-01,,0,0.00,0.0,3.0,0.0,false,true,false,poca muda,"BIO1,CP1,BG1-014,18",1,false,false
25789,BG1-015,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,true,false,poca muda,"BIO1,CP1,BG1-015,19",1,false,false
25790,BG1-016,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,true,false,poca muda,"BIO1,CP1,BG1-016,18",1,false,false
25791,BG1-017,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,true,false,poca muda,"BIO1,CP1,BG1-017,18",1,false,false
25792,BG1-101,AM,2025-11-01,,0,0.00,0.0,3.0,3.0,false,true,false,poca muda,"BIO1,CP1,BG1-101,41",1,false,false
25793,BG1-002,PM,2025-11-01,,1,0.00,0.0,0.0,0.0,false,true,false,"poco balanceado en suelo, bastante muda","BIO1,CP1,BG1-002,20",1,false,false
25794,BG1-003,PM,2025-11-01,,1,0.00,0.0,0.0,0.0,false,true,false,"poco balanceado en suelo, full muda","BIO1,CP1,BG1-003,18",1,false,false
25795,BG1-005,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,true,false,"bastante muda, full heces","BIO1,CP1,BG1-005,18",1,false,false
25796,BG1-006,PM,2025-11-01,,3,0.00,0.0,0.0,0.0,false,true,false,"bastante balanceado en suelo, poca muda","BIO1,CP1,BG1-006,20",1,false,false
25797,BG1-007,PM,2025-11-01,,1,0.00,0.0,2.0,0.0,false,true,false,"poco balanceado en suelo, poca muda","BIO1,CP1,BG1-007,19",1,false,false
25798,BG1-008,PM,2025-11-01,,1,0.00,0.0,0.0,0.0,false,true,false,"poco balanceado en suelo, poca muda","BIO1,CP1,BG1-008,19",1,false,false
25799,BG1-009,PM,2025-11-01,,0,0.00,0.0,1.0,0.0,false,true,false,poca muda,"BIO1,CP1,BG1-009,19",1,false,false
25800,BG1-010,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,true,false,poca muda,"BIO1,CP1,BG1-010,17",1,false,false
25801,BG1-011,PM,2025-11-01,,0,0.00,0.0,4.0,0.0,false,true,false,poca muda,"BIO1,CP1,BG1-011,18",1,false,false
25802,BG1-012,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,true,false,poca muda,"BIO1,CP1,BG1-012,19",1,false,false
25803,BG1-014,PM,2025-11-01,,0,0.00,0.0,1.0,0.0,false,true,false,"poca muda, full heces","BIO1,CP1,BG1-014,18",1,false,false
25804,BG1-015,PM,2025-11-01,,3,0.00,0.0,0.0,0.0,false,true,false,"bastante balanceado en suelo, poca muda","BIO1,CP1,BG1-015,19",1,false,false
25805,BG1-016,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,true,false,"poca muda, bastantes heces","BIO1,CP1,BG1-016,18",1,false,false
25806,BG1-017,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,true,false,"poca muda, bastantes heces","BIO1,CP1,BG1-017,18",1,false,false
25807,BG1-101,PM,2025-11-01,,0,0.00,0.0,6.0,1.0,false,true,false,poca muda,"BIO1,CP1,BG1-101,41",1,false,false
25808,BG2-022,AM,2025-11-01,,0,0.00,0.0,1.0,0.0,false,false,false,,"BIO1,CP2,BG2-022,18",2,false,false
25809,BG2-024,AM,2025-11-01,,0,0.00,0.0,2.0,0.0,false,false,false,,"BIO1,CP2,BG2-024,17",2,false,false
25810,BG2-027,AM,2025-11-01,,0,125.00,0.0,0.0,0.0,false,false,false,,"BIO1,CP2,BG2-027,18",2,false,false
25811,BG2-028,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP2,BG2-028,18",2,false,false
25812,BG2-029,AM,2025-11-01,,0,250.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP2,BG2-029,17",2,false,false
25813,BG2-030,AM,2025-11-01,,0,0.00,0.0,3.0,0.0,false,true,false,poca muda,"BIO1,CP2,BG2-030,18",2,false,false
25814,BG2-032,AM,2025-11-01,,0,125.00,0.0,0.0,0.0,false,false,false,,"BIO1,CP2,BG2-032,19",2,false,false
25815,BG2-034,AM,2025-11-01,,0,50.00,0.0,0.0,0.0,false,true,false,poca muda,"BIO1,CP2,BG2-034,20",2,false,false
25816,BG2-037,AM,2025-11-01,,0,50.00,0.0,1.0,0.0,false,false,false,pocas heces,"BIO1,CP2,BG2-037,19",2,false,false
25817,BG2-038,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,pocas heces,"BIO1,CP2,BG2-038,18",2,false,false
25818,BG2-041,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,true,false,false,"bastante suelo dañado, pocas heces","BIO1,CP2,BG2-041,18",2,false,false
25819,BG2-042,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,pocas heces,"BIO1,CP2,BG2-042,18",2,false,false
25820,BG2-201,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,true,false,false,bastante suelo dañado,"BIO1,CP2,BG2-201,33",2,false,false
25821,BG2-202,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,true,false,false,bastante suelo dañado,"BIO1,CP2,BG2-202,43",2,false,false
25822,BG2-203,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,true,false,false,bastante suelo dañado,"BIO1,CP2,BG2-203,43",2,false,false
25823,BG2-047,AM,2025-11-01,,0,75.00,0.0,0.0,0.0,false,false,false,,"BIO1,CP2,BG2-047,02",2,false,false
25824,BG2-048,AM,2025-11-01,,1,0.00,0.0,0.0,0.0,true,false,false,"poco suelo dañado, pocas heces","BIO1,CP2,BG2-048,02",2,false,false
25825,BG2-049,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP2,BG2-049,02",2,false,false
25826,BG2-050,AM,2025-11-01,,0,100.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP2,BG2-050,02",2,false,false
25827,BG2-301,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP2,BG2-301,04",2,false,false
25828,BG2-022,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,full heces,"BIO1,CP2,BG2-022,18",2,false,false
25829,BG2-024,PM,2025-11-01,,0,0.00,0.0,1.0,0.0,false,false,false,bastantes heces,"BIO1,CP2,BG2-024,17",2,false,false
25830,BG2-027,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP2,BG2-027,18",2,false,false
25831,BG2-028,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP2,BG2-028,18",2,false,false
25832,BG2-029,PM,2025-11-01,,0,0.00,0.0,0.0,1.0,false,false,false,pocas heces,"BIO1,CP2,BG2-029,17",2,false,false
25833,BG2-030,PM,2025-11-01,,0,0.00,0.0,2.0,0.0,false,true,false,poca muda,"BIO1,CP2,BG2-030,18",2,false,false
25834,BG2-037,PM,2025-11-01,,0,0.00,0.0,2.0,1.0,false,true,false,"poca muda, pocas heces","BIO1,CP2,BG2-037,19",2,false,false
25835,BG2-038,PM,2025-11-01,,0,0.00,0.0,1.0,0.0,false,false,false,pocas heces,"BIO1,CP2,BG2-038,18",2,false,false
25836,BG2-041,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,true,false,false,"bastante suelo dañado, pocas heces","BIO1,CP2,BG2-041,18",2,false,false
25837,BG2-042,PM,2025-11-01,,4,0.00,0.0,0.0,0.0,false,false,false,full balanceado en suelo,"BIO1,CP2,BG2-042,18",2,false,false
25838,BG2-047,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP2,BG2-047,02",2,false,false
25839,BG2-048,PM,2025-11-01,,4,0.00,0.0,0.0,0.0,true,false,false,"bastante suelo dañado, full balanceado en suelo","BIO1,CP2,BG2-048,02",2,false,false
25840,BG2-049,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP2,BG2-049,02",2,false,false
25841,BG2-050,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP2,BG2-050,02",2,false,false
25842,PL1-001,AM,2025-11-01,,0,25.00,0.0,0.0,0.0,true,false,false,"suelo dañado, presencia de heces ","BIO3,CP2,PL1-001,18",9,false,false
25843,PL1-002,AM,2025-11-01,,0,75.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP2,PL1-002,18",9,false,false
25844,PL1-005,AM,2025-11-01,,0,50.00,0.0,0.0,0.0,true,false,false,"suelo dañado, presencia de heces ","BIO3,CP2,PL1-005,18",9,false,false
25845,PL1-006,AM,2025-11-01,,0,175.00,0.0,0.0,0.0,true,false,false,"suelo dañado, presencia de heces ","BIO3,CP2,PL1-006,18",9,false,false
25846,PL1-008,AM,2025-11-01,,0,150.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP2,PL1-008,17",9,false,false
25847,PL1-009,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,true,false,false,"suelo dañado, presencia de heces ","BIO3,CP2,PL1-009,18",9,false,false
25848,PL1-010,AM,2025-11-01,,0,75.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-010,19",9,false,false
25849,PL1-011,AM,2025-11-01,,0,25.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP2,PL1-011,17",9,false,false
25850,PL1-013,AM,2025-11-01,,0,175.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP2,PL1-013,16",9,false,false
25851,PL1-014,AM,2025-11-01,,0,150.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP2,PL1-014,18",9,false,false
25852,PL1-015,AM,2025-11-01,,0,75.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP2,PL1-015,16",9,false,false
25853,PL1-025,AM,2025-11-01,,0,100.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP2,PL1-025,18",9,false,false
25854,PL1-026,AM,2025-11-01,,0,75.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP2,PL1-026,18",9,false,false
25855,PL1-027,AM,2025-11-01,,0,75.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-027,18",9,false,false
25856,PL1-028,AM,2025-11-01,,0,150.00,0.0,0.0,1.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-028,18",9,false,false
25857,PL1-029,AM,2025-11-01,,0,350.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP2,PL1-029,18",9,false,false
25858,PL1-030,AM,2025-11-01,,0,50.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-030,19",9,false,false
25859,PL1-031,AM,2025-11-01,,0,50.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP2,PL1-031,18",9,false,false
25860,PL1-033,AM,2025-11-01,,0,0.00,0.0,1.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-033,18",9,false,false
25861,PL1-034,AM,2025-11-01,,0,100.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-034,18",9,false,false
25862,PL1-035,AM,2025-11-01,,0,50.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP2,PL1-035,18",9,false,false
25863,PL1-036,AM,2025-11-01,,0,100.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-036,19",9,false,false
25864,PL1-040,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-040,07",9,false,false
25865,PL1-041,AM,2025-11-01,,0,100.00,0.0,0.0,0.0,true,false,false,"suelo dañado, presencia de heces ","BIO3,CP2,PL1-041,07",9,false,false
25866,PL1-042,AM,2025-11-01,,0,100.00,0.0,0.0,0.0,true,false,false,"suelo dañado, presencia de heces ","BIO3,CP2,PL1-042,07",9,false,false
25867,PL1-043,AM,2025-11-01,,0,0.00,0.0,0.0,0.0,true,false,false,"suelo dañado, presencia de heces ","BIO3,CP2,PL1-043,07",9,false,false
25868,PL1-044,AM,2025-11-01,,0,150.00,0.0,0.0,0.0,true,false,false,"suelo dañado, presencia de heces ","BIO3,CP2,PL1-044,06",9,false,false
25869,PL1-045,AM,2025-11-01,,0,225.00,0.0,0.0,0.0,true,false,false,"suelo dañado, presencia de heces ","BIO3,CP2,PL1-045,09",9,false,false
25870,PL1-046,AM,2025-11-01,,0,200.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP2,PL1-046,06",9,false,false
25871,PL1-047,AM,2025-11-01,,0,175.00,0.0,0.0,0.0,true,false,false,"suelo dañado, presencia de heces ","BIO3,CP2,PL1-047,06",9,false,false
25872,PL1-001,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-001,18",9,false,false
25873,PL1-002,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-002,18",9,false,false
25874,BSF-035,PM,2025-09-23,,2,0.00,0.0,0.0,0.0,false,false,false,SOBRANTE 2,"BIO2,CP1,BSF-035,17",3,false,false
25875,PL1-006,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-006,18",9,false,false
25876,PL1-008,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-008,17",9,false,false
25877,PL1-009,PM,2025-11-01,,0,0.00,0.0,0.0,2.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-009,18",9,false,false
25878,PL1-010,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-010,19",9,false,false
25879,PL1-011,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-011,17",9,false,false
25880,PL1-013,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-013,16",9,false,false
25881,PL1-014,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-014,18",9,false,false
25882,PL1-015,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-015,16",9,false,false
25883,PL1-025,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-025,18",9,false,false
25884,PL1-026,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-026,18",9,false,false
25885,PL1-027,PM,2025-11-01,,0,0.00,0.0,1.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-027,18",9,false,false
25886,PL1-028,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-028,18",9,false,false
25887,PL1-029,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-029,18",9,false,false
25888,BSF-019,PM,2025-09-24,,2,0.00,0.0,0.0,0.0,false,false,false,SOBRANTE 2,"BIO2,CP1,BSF-019,17",3,false,false
25889,PL1-031,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-031,18",9,false,false
25890,BSF-019,PM,2025-09-25,,2,0.00,0.0,0.0,0.0,false,false,false,SOBRANTE 2,"BIO2,CP1,BSF-019,17",3,false,false
25891,PL1-034,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-034,18",9,false,false
25892,PL1-035,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-035,18",9,false,false
25893,PL1-036,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-036,19",9,false,false
25894,BSF-035,PM,2025-09-25,,2,0.00,0.0,0.0,0.0,false,false,false,SOBRANTE 2,"BIO2,CP1,BSF-035,17",3,false,false
25895,BSF-021,PM,2025-09-26,,2,0.00,0.0,0.0,0.0,false,false,false,SOBRANTE 2,"BIO2,CP1,BSF-021,17",3,false,false
25896,BSF-019,PM,2025-09-27,,2,0.00,0.0,0.0,0.0,false,false,false,Sobrante 2,"BIO2,CP1,BSF-019,17",3,false,false
25897,BSF-021,PM,2025-09-27,,2,0.00,0.0,0.0,0.0,false,false,false,Sobrante 2,"BIO2,CP1,BSF-021,17",3,false,false
25898,PL1-044,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,true,false,false,"suelo dañado, presencia de heces ","BIO3,CP2,PL1-044,06",9,false,false
25899,PL1-045,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-045,09",9,false,false
25900,PL1-046,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,true,false,false,"suelo dañado, presencia de heces ","BIO3,CP2,PL1-046,06",9,false,false
25901,PL1-047,PM,2025-11-01,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces ,"BIO3,CP2,PL1-047,06",9,false,false
25902,PL2-001,AM,2025-11-01,,0,0.00,0.0,1.0,1.0,false,false,false,,"BIO3,CP3,PL2-001,17",10,false,false
25903,PL2-002,AM,2025-11-01,,0,50.00,0.0,1.0,0.0,false,true,false,camaron en muda ,"BIO3,CP3,PL2-002,18",10,false,false
25904,PL2-007,AM,2025-11-01,,0,75.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP3,PL2-007,18",10,false,false
25905,PL2-008,AM,2025-11-01,,0,575.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP3,PL2-008,18",10,false,false
25906,PL2-010,AM,2025-11-01,,0,50.00,0.0,1.0,1.0,false,true,false,camaron en muda ,"BIO3,CP3,PL2-010,18",10,false,false
25907,PL2-011,AM,2025-11-01,,0,175.00,0.0,0.0,0.0,false,true,false,camaron en muda ,"BIO3,CP3,PL2-011,18",10,false,false
25908,PL2-001,PM,2025-11-01,,0,0.00,0.0,5.0,0.0,false,false,false,,"BIO3,CP3,PL2-001,17",10,false,false
25909,PL2-002,PM,2025-11-01,,0,0.00,0.0,1.0,0.0,false,false,false,,"BIO3,CP3,PL2-002,18",10,false,false
